epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1648.61,1.07177,1.04397,1.58361,0.42443,0.85849,0.51786,0.37135,1.04165,0.79561,1.62586,0.000848969,0.000848969,0.000848969
43,1687.12,1.06304,1.04837,1.57695,0.40231,0.93627,0.50967,0.38266,1.00897,0.81324,1.59161,0.000834822,0.000834822,0.000834822
44,1725.07,1.06809,1.03926,1.57881,0.44122,0.82299,0.53738,0.42258,0.85181,0.76012,1.3969,0.000820675,0.000820675,0.000820675
45,1762.94,1.04948,1.02425,1.56541,0.4298,0.84452,0.52146,0.38958,0.96965,0.77811,1.52595,0.000806528,0.000806528,0.000806528
46,1802.99,1.0479,1.02533,1.54648,0.43023,0.8152,0.5207,0.39205,0.95122,0.76651,1.51754,0.00079238,0.00079238,0.00079238
47,1842.39,1.04477,1.02206,1.54646,0.4181,0.85734,0.51831,0.40622,0.84995,0.76769,1.38966,0.000778233,0.000778233,0.000778233
48,1880.78,1.04448,1.01228,1.55507,0.41297,0.87216,0.51625,0.39196,1.01014,0.77113,1.5731,0.000764086,0.000764086,0.000764086
49,1917.43,1.01603,0.99209,1.52628,0.40853,0.90553,0.51786,0.41062,0.86754,0.77605,1.42377,0.000749939,0.000749939,0.000749939
50,1953.92,1.01774,0.9949,1.53349,0.43758,0.8407,0.53016,0.42092,0.83556,0.7257,1.36686,0.000735792,0.000735792,0.000735792
51,1990.7,1.01162,0.98513,1.5307,0.42577,0.90162,0.53336,0.39855,0.9284,0.78261,1.48975,0.000721645,0.000721645,0.000721645
52,2027.01,1.00861,0.98606,1.51876,0.41996,0.86637,0.532,0.40049,0.91433,0.77958,1.46399,0.000707498,0.000707498,0.000707498
53,2063.75,1.00558,0.97146,1.51869,0.4273,0.8556,0.54028,0.39145,1.08404,0.79253,1.72849,0.000693351,0.000693351,0.000693351
54,2100.48,0.99562,0.9602,1.51388,0.43502,0.78763,0.52275,0.36648,1.14816,0.81392,1.77277,0.000679204,0.000679204,0.000679204
55,2143.78,0.99645,0.96593,1.50503,0.41388,0.87514,0.51865,0.38829,0.97401,0.78321,1.54667,0.000665057,0.000665057,0.000665057
56,2192.75,0.99405,0.96671,1.51019,0.40951,0.89562,0.52127,0.39711,0.97501,0.79577,1.52304,0.000650909,0.000650909,0.000650909
57,2234.15,0.97053,0.94068,1.48673,0.41563,0.91004,0.54316,0.39701,1.04896,0.77416,1.67346,0.000636762,0.000636762,0.000636762
58,2278.66,0.98237,0.94403,1.49438,0.41305,0.91938,0.51816,0.37606,1.12278,0.82289,1.75915,0.000622615,0.000622615,0.000622615
59,2319.54,0.97302,0.94202,1.48409,0.43979,0.85335,0.5338,0.4227,0.85204,0.72566,1.39427,0.000608468,0.000608468,0.000608468
60,2358.5,0.96995,0.93833,1.48397,0.43705,0.8086,0.53388,0.40349,0.97389,0.73663,1.56512,0.000594321,0.000594321,0.000594321
61,2400.29,0.95027,0.92749,1.46406,0.42284,0.84321,0.52213,0.38742,1.02372,0.79807,1.62306,0.000580174,0.000580174,0.000580174
62,2442.02,0.94828,0.92931,1.45818,0.4141,0.92111,0.51047,0.3791,1.02115,0.80392,1.6346,0.000566027,0.000566027,0.000566027
63,2478.59,0.93626,0.91118,1.4501,0.42458,0.88805,0.5142,0.3899,0.96094,0.74128,1.54466,0.00055188,0.00055188,0.00055188
64,2524.47,0.95504,0.92707,1.46339,0.42407,0.89049,0.51652,0.38581,0.9748,0.77747,1.54852,0.000537733,0.000537733,0.000537733
65,2580.04,0.93531,0.90626,1.45017,0.41952,0.89501,0.51772,0.40503,0.86612,0.74012,1.40707,0.000523586,0.000523586,0.000523586
66,2627.02,0.92926,0.90357,1.45529,0.44339,0.84729,0.52696,0.41427,0.8923,0.7249,1.4477,0.000509438,0.000509438,0.000509438
67,2670.73,0.93362,0.90526,1.45776,0.44588,0.84241,0.53524,0.41743,0.87069,0.70886,1.43464,0.000495291,0.000495291,0.000495291
68,2719.08,0.9237,0.88926,1.44146,0.41884,0.94465,0.50728,0.38159,0.99084,0.78445,1.6071,0.000481144,0.000481144,0.000481144
69,2768.89,0.91419,0.89183,1.43537,0.41424,0.91777,0.51623,0.39937,0.91487,0.75053,1.51128,0.000466997,0.000466997,0.000466997
70,2818.54,0.91165,0.88497,1.42917,0.41753,0.92044,0.52468,0.39451,0.99996,0.77417,1.60716,0.00045285,0.00045285,0.00045285
71,2874.26,0.9033,0.88568,1.42211,0.41837,0.91371,0.53493,0.41789,0.92275,0.72575,1.49298,0.000438703,0.000438703,0.000438703
72,2924.32,0.90156,0.87265,1.4244,0.4217,0.94939,0.52309,0.40207,0.94009,0.75679,1.52487,0.000424556,0.000424556,0.000424556
73,2971.78,0.90664,0.86813,1.42735,0.43049,0.89258,0.52965,0.42617,0.80583,0.69838,1.34598,0.000410409,0.000410409,0.000410409
74,3019.76,0.8918,0.85871,1.41348,0.4117,0.94198,0.52173,0.38792,1.02602,0.78077,1.67186,0.000396262,0.000396262,0.000396262
75,3068.41,0.89026,0.86968,1.41278,0.4095,0.91265,0.51616,0.40587,0.89601,0.73365,1.4929,0.000382115,0.000382115,0.000382115
76,3116.23,0.89309,0.84901,1.40893,0.42503,0.91312,0.51099,0.4097,0.8583,0.7284,1.42694,0.000367967,0.000367967,0.000367967
77,3162.32,0.89713,0.86412,1.41303,0.42343,0.90275,0.52469,0.4108,0.91761,0.71887,1.49565,0.00035382,0.00035382,0.00035382
78,3209.99,0.87009,0.84216,1.39324,0.43764,0.91014,0.52663,0.41268,0.91317,0.72352,1.50363,0.000339673,0.000339673,0.000339673
79,3257.6,0.87304,0.86006,1.3966,0.42018,0.89038,0.51463,0.40503,0.92843,0.71638,1.52344,0.000325526,0.000325526,0.000325526
80,3301.78,0.85682,0.83286,1.3917,0.43811,0.91661,0.52186,0.39866,0.98651,0.73012,1.60735,0.000311379,0.000311379,0.000311379
81,3345.06,0.85706,0.82858,1.38771,0.43726,0.90693,0.53341,0.42498,0.87487,0.71007,1.42635,0.000297232,0.000297232,0.000297232
82,3388.7,0.86188,0.83212,1.38158,0.43338,0.91849,0.51511,0.40008,0.923,0.71084,1.5051,0.000283085,0.000283085,0.000283085
83,3432.78,0.84986,0.83244,1.37756,0.43733,0.92985,0.52669,0.41016,0.91876,0.73221,1.49952,0.000268938,0.000268938,0.000268938
84,3476.76,0.8403,0.81595,1.37694,0.44226,0.87229,0.53046,0.4148,0.89693,0.71051,1.47798,0.000254791,0.000254791,0.000254791
85,3521.15,0.83417,0.81907,1.36921,0.44216,0.91729,0.52794,0.40551,0.93804,0.73141,1.52902,0.000240644,0.000240644,0.000240644
86,3568.95,0.83583,0.82352,1.36524,0.45153,0.85565,0.53128,0.4116,0.92342,0.70375,1.50609,0.000226497,0.000226497,0.000226497
87,3615.04,0.84037,0.8193,1.37679,0.4338,0.90614,0.52415,0.40405,0.94058,0.73356,1.53983,0.000212349,0.000212349,0.000212349
88,3662.68,0.82655,0.82162,1.36674,0.42903,0.91997,0.50993,0.39563,0.94152,0.73506,1.54598,0.000198202,0.000198202,0.000198202
89,3709.07,0.81656,0.80476,1.35505,0.429,0.89099,0.51531,0.39624,0.93045,0.72266,1.53206,0.000184055,0.000184055,0.000184055
90,3757.43,0.82541,0.80227,1.36594,0.42507,0.88793,0.50272,0.38183,0.99268,0.74623,1.62388,0.000169908,0.000169908,0.000169908
91,3807.63,0.66728,0.60971,1.25472,0.44407,0.78383,0.51977,0.41011,0.87425,0.68746,1.4365,0.000155761,0.000155761,0.000155761
92,3851.81,0.65574,0.59007,1.24245,0.43797,0.82213,0.51502,0.41578,0.84067,0.69126,1.39931,0.000141614,0.000141614,0.000141614
93,3896.74,0.65135,0.58612,1.24644,0.44163,0.84647,0.52207,0.41538,0.87439,0.69184,1.45011,0.000127467,0.000127467,0.000127467
94,3940.84,0.63373,0.57617,1.2322,0.43673,0.85547,0.51551,0.40519,0.90563,0.69729,1.4964,0.00011332,0.00011332,0.00011332
95,3991.04,0.62691,0.58017,1.22476,0.44387,0.84451,0.5245,0.41876,0.86988,0.68183,1.4462,9.91726e-05,9.91726e-05,9.91726e-05
96,4041.06,0.63001,0.57584,1.2281,0.43908,0.83061,0.51445,0.40662,0.89229,0.6917,1.47626,8.50255e-05,8.50255e-05,8.50255e-05
97,4080.27,0.61932,0.56908,1.21577,0.43724,0.83385,0.52509,0.41289,0.89198,0.69666,1.47286,7.08784e-05,7.08784e-05,7.08784e-05
98,4112.3,0.6183,0.56839,1.21491,0.43675,0.83385,0.51538,0.4071,0.8973,0.69924,1.47662,5.67313e-05,5.67313e-05,5.67313e-05
99,4148.31,0.59532,0.56159,1.17336,0.43927,0.84126,0.51644,0.41368,0.85384,0.68529,1.41888,4.25842e-05,4.25842e-05,4.25842e-05
100,4187.9,0.60125,0.55754,1.1927,0.44276,0.84867,0.51408,0.41029,0.87151,0.68729,1.4492,2.84371e-05,2.84371e-05,2.84371e-05
